pwsid,pws_name,pws_type_code,gw_sw_code,primary_source_code,population_served_count,service_connections_count,carceral_sys,health_5yr_no2ndary_or_lsl_binary,mon_only_5yr_binary,health_5yr_count_no_2ndary_or_lsl,mon_only_5yr_count,CASDWIS_County,CASDWIS_SourceType,watersource,purchased,Water_System_Name,County,Regulating_agency,Water_System_Type,Service_Connections,Population,Primary_Service_Area,Water_Quality_Category_Score,Accessibility_Category_Score,Affordability_Category_Score,TMF_Capacity_Category_Score,Total_Risk_Assessment_Score,Automatically_At_Risk,Risk_Assessment_Result,Failing_Status,SAFER_Status,Number_of_Water_Sources,Absence_of_Interties,Source_Capacity_Violations,Bottled_Water_or_Hauled_Water_Reliance,Significant_Deficiencies,SC3i_Count_Distribution,SC5e_Drought_Impact,Distributiondis_any,n_ccr_downloaded,n_ccr_missing
CA1200588,SEAWOOD ESTATES MUTUAL WATER COMPANY,CWS,SW,SW,63,25,other_water_systems,0,0,0,0,HUMBOLDT  ,SW,SW,Not purchased,SEAWOOD ESTATES MUTUAL WATER COMPANY,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,25,63,RESIDENTIAL AREA,0,0.33,1.83,0.17,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA1200590,MOONSTONE HEIGHTS MWA,CWS,GW,GW,33,16,other_water_systems,0,0,0,0,HUMBOLDT  ,GW,GW,Not purchased,MOONSTONE HEIGHTS MWA,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,16,33,RESIDENTIAL AREA,0.75,1.33,1.42,0,0.88,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1200591,BIG LAGOON PARK WATER CO.,CWS,GW,GW,70,76,other_water_systems,0,0,0,0,HUMBOLDT  ,GW,GW,Not purchased,BIG LAGOON PARK WATER CO.,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,76,70,RESIDENTIAL AREA,0,0.33,0.67,0.33,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA1200592,BIG LAGOON CSD,CWS,GW,GW,112,43,other_water_systems,0,0,0,0,HUMBOLDT  ,GW,GW,Not purchased,BIG LAGOON CSD,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,43,112,RESIDENTIAL AREA,0.75,0.33,1.42,0.33,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0,0,0,0,2,2
CA1200643,BEACH CREEK MOBILE HOME PARK,CWS,SW,SW,67,24,other_water_systems,0,0,0,0,HUMBOLDT  ,SW,SW,Not purchased,BEACH CREEK MOBILE HOME PARK,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,24,67,MOBILE HOME PARK,0,1.5,0.67,0,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1200671,BENBOW-DEL ORO W.C.,CWS,SW,SW,353,107,other_water_systems,0,0,0,0,HUMBOLDT  ,SW,SW,Not purchased,BENBOW-DEL ORO W.C.,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,107,353,RESIDENTIAL AREA,0,1.33,1.67,0,0.75,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1200681,CUDDEBACK GRAMMAR SCHOOL,NTNCWS,GW,GW,165,1,other_water_systems,0,1,0,2,HUMBOLDT  ,GW,GW,Not purchased,CUDDEBACK GRAMMAR SCHOOL,HUMBOLDT,DISTRICT 01 - KLAMATH,NON-TRANSIENT NON-COMMUNITY,1,165,SCHOOL,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA1200684,MATTOLE ELEMENTARY SCHOOL,NTNCWS,GW,GW,50,1,other_water_systems,0,1,0,3,HUMBOLDT  ,GW,GW,Not purchased,MATTOLE ELEMENTARY SCHOOL,HUMBOLDT,DISTRICT 01 - KLAMATH,NON-TRANSIENT NON-COMMUNITY,1,50,SCHOOL,0,1.33,0.33,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,NA,0,NA,1,3
CA1200687,RIVERBEND MOBILE HOME PARK,CWS,GW,GW,60,31,other_water_systems,0,1,0,4,HUMBOLDT  ,GW,GW,Not purchased,RIVERBEND MOBILE HOME PARK,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,31,60,OTHER TRANSIENT AREA,0,1.33,0.33,0.67,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1200701,ORICK C.S.D.,CWS,GW,GW,396,143,other_water_systems,0,0,0,0,HUMBOLDT  ,GW,GW,Not purchased,ORICK C.S.D.,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,143,396,RESIDENTIAL AREA,0,0.33,1.67,0.67,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0,0,0,0,4,0
CA1200706,TRINIDAD EXTENDED STAY RV,CWS,SW,SW,130,72,other_water_systems,0,0,0,0,HUMBOLDT  ,SW,SW,Not purchased,TRINIDAD EXTENDED STAY RV,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,72,130,MOBILE HOME PARK,0,3,0.67,0.67,1.09,At-Risk,At-Risk,Non-Failing,At-Risk,1,Y,N,Y,0,0,0,0,2,2
CA1200707,MIRANDA C.S.D.,CWS,GW,GW,492,149,other_water_systems,0,0,0,0,HUMBOLDT  ,GW,GW,Not purchased,MIRANDA C.S.D.,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,149,492,RESIDENTIAL AREA,0,0.33,0.67,0.67,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,4,0,1,2,2
CA1200715,GREEN DIAMOND RESOURCE COMPANY - KORBEL,CWS,GW,GW,250,18,other_water_systems,0,0,0,0,HUMBOLDT  ,GW,GW,Not purchased,GREEN DIAMOND RESOURCE COMPANY - KORBEL,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,18,250,OTHER RESIDENTIAL AREA,0,0.33,0.33,0.67,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA1200718,WADDINGTON W.W.,CWS,GW,GW,75,25,other_water_systems,0,1,0,7,HUMBOLDT  ,GW,GW,Not purchased,WADDINGTON W.W.,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,25,75,RESIDENTIAL AREA,0,1.33,0,0.33,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,3,1
CA1200729,ORLEANS C.S.D.,CWS,SW,SW,636,167,other_water_systems,1,0,3,0,HUMBOLDT  ,SW,SW,Not purchased,ORLEANS C.S.D.,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,167,636,RESIDENTIAL AREA,1,1.33,0,0,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,1,0,1,3,1
CA1200778,BRIDGEVILLE ELEM. SCHOOL,NTNCWS,GW,GW,50,1,other_water_systems,0,1,0,2,HUMBOLDT  ,GW,GW,Not purchased,BRIDGEVILLE ELEM. SCHOOL,HUMBOLDT,DISTRICT 01 - KLAMATH,NON-TRANSIENT NON-COMMUNITY,1,50,SCHOOL,0,1.33,0.33,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,3,1
CA1200817,KNEELAND SCHOOL,NTNCWS,GW,GW,40,1,other_water_systems,0,1,0,2,HUMBOLDT  ,GW,GW,Not purchased,KNEELAND SCHOOL,HUMBOLDT,DISTRICT 01 - KLAMATH,NON-TRANSIENT NON-COMMUNITY,1,40,SCHOOL,0,1.33,0.33,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,2,2
CA1206002,PALOMINO ESTATES WATER COMPANY,CWS,SW,SW,64,19,other_water_systems,0,1,0,2,HUMBOLDT  ,SW,SW,Not purchased,PALOMINO ESTATES WATER COMPANY,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,19,64,RESIDENTIAL AREA,0,1.33,1.67,2,1.25,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,2,NA,0,NA,0,4
CA1206004,PALMER CREEK CSD,CWS,GW,GW,320,132,other_water_systems,0,1,0,1,HUMBOLDT  ,GW,GW,Not purchased,PALMER CREEK CSD,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,132,320,RESIDENTIAL AREA,0.25,1.33,1.42,0,0.75,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,3,1
CA1206012,WHITETHORN CONSTRUCTION,NTNCWS,SW,SW,45,22,other_water_systems,0,1,0,8,HUMBOLDT  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA1206016,HUMBOLDT CREAMERY,NTNCWS,GW,GW,100,1,other_water_systems,0,0,0,0,HUMBOLDT  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1210001,"ARCATA, CITY OF",CWS,GW,GWP,21193,6148,other_water_systems,0,0,0,0,HUMBOLDT  ,GWP,GW,Purchased,"ARCATA, CITY OF",HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,6148,21193,RESIDENTIAL AREA,0,0,1.42,0.33,0.44,--,Not At-Risk,Non-Failing,Not At-Risk,2,N,N,N,0,NA,NA,NA,4,0
CA1210002,"BLUE LAKE, CITY OF",CWS,GW,GWP,1245,731,other_water_systems,0,1,0,1,HUMBOLDT  ,GWP,GW,Purchased,"BLUE LAKE, CITY OF",HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,731,1245,OTHER AREA,0,1,0,0.67,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,N,N,N,0,0,0,0,4,0
CA1210004,"EUREKA, CITY OF",CWS,GW,GWP,27078,10412,other_water_systems,0,0,0,0,HUMBOLDT  ,GWP,GW,Purchased,"EUREKA, CITY OF",HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,10412,27078,RESIDENTIAL AREA,0,0,0.67,0.33,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,3,N/A,N,N,0,NA,NA,NA,4,0
CA1210006,"FORTUNA, CITY OF",CWS,GW,GW,12133,4641,other_water_systems,0,0,0,0,HUMBOLDT  ,GW,GW,Not purchased,"FORTUNA, CITY OF",HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,4641,12133,RESIDENTIAL AREA,0,0.33,0.33,0.33,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,5,Y,N,N,0,NA,NA,NA,4,0
CA1210007,DEL ORO WATER CO-FERNDALE,CWS,GW,GW,1662,775,other_water_systems,0,0,0,0,HUMBOLDT  ,GW,GW,Not purchased,DEL ORO WATER CO-FERNDALE,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,775,1662,RESIDENTIAL AREA,0.25,0.33,1.08,0.33,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0,0,0,0,4,0
CA1210008,GARBERVILLE SANITARY DISTRICT,CWS,SW,SW,1815,465,other_water_systems,0,1,0,2,HUMBOLDT  ,SW,SW,Not purchased,GARBERVILLE SANITARY DISTRICT,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,465,1815,RESIDENTIAL AREA,0,0.33,1.67,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,3,0,1,0,4
CA1210009,HUMBOLDT C.S.D.,CWS,GW,GW,19778,7974,other_water_systems,0,0,0,0,HUMBOLDT  ,GW,GW,Not purchased,HUMBOLDT C.S.D.,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,7974,19778,RESIDENTIAL AREA,0,0,0.67,0,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,11,N/A,N,N,0,NA,NA,NA,4,0
CA1210010,SCOTIA CSD,CWS,SW,SW,906,304,other_water_systems,0,0,0,0,HUMBOLDT  ,SW,SW,Not purchased,SCOTIA CSD,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,304,906,OTHER AREA,0,1.33,1.08,0,0.6,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,3,1
CA1210011,REDWAY C.S.D.,CWS,SW,SW,1207,533,other_water_systems,0,1,0,1,HUMBOLDT  ,SW,SW,Not purchased,REDWAY C.S.D.,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,533,1207,RESIDENTIAL AREA,0,0.33,0.33,0,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,3,1
CA1210012,"RIO DELL, CITY OF",CWS,SW,SW,3300,1273,other_water_systems,0,0,0,0,HUMBOLDT  ,SW,SW,Not purchased,"RIO DELL, CITY OF",HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,1273,3300,OTHER AREA,0.25,0.33,1.08,0.33,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0,0,0,0,4,0
CA1210013,HUMBOLDT BAY MWD,CWS,GW,GW,680,217,other_water_systems,0,0,0,0,HUMBOLDT  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA1210015,WILLOW CREEK C.S.D.,CWS,SW,GU,1298,932,other_water_systems,0,1,0,1,HUMBOLDT  ,GU,GW,Not purchased,WILLOW CREEK C.S.D.,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,932,1298,RESIDENTIAL AREA,0,0.33,1.08,0.67,0.52,--,Not At-Risk,Non-Failing,Not At-Risk,5,Y,N,N,0,6,0,1,4,0
CA1210016,MCKINLEYVILLE C.S.D.,CWS,GW,GWP,16900,5999,other_water_systems,0,1,0,2,HUMBOLDT  ,GWP,GW,Purchased,MCKINLEYVILLE C.S.D.,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,5999,16900,OTHER AREA,0,1,0.33,0.33,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,N,N,N,0,NA,NA,NA,4,0
CA1210017,MANILA COMMUNITY SERVICES DIST.,CWS,GW,GWP,750,362,other_water_systems,0,0,0,0,HUMBOLDT  ,GWP,GW,Purchased,MANILA COMMUNITY SERVICES DIST.,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,362,750,OTHER AREA,0,1,0.33,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,N,N,N,0,0,0,0,4,0
CA1210018,"TRINIDAD, CITY OF",CWS,SW,SW,1072,324,other_water_systems,0,1,0,3,HUMBOLDT  ,SW,SW,Not purchased,"TRINIDAD, CITY OF",HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,324,1072,RESIDENTIAL AREA,1.5,1.33,1.08,1,1.23,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,2,0,1,4,0
CA1210019,HYDESVILLE CO. W.D.,CWS,GW,GW,1412,437,other_water_systems,0,1,0,3,HUMBOLDT  ,GW,GW,Not purchased,HYDESVILLE CO. W.D.,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,431,1422,OTHER AREA,0,0.33,0,0.67,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,3,1
CA1210020,FIELDBROOK GLENDALE C.S.D.,CWS,GW,GWP,1845,560,other_water_systems,0,0,0,0,HUMBOLDT  ,GWP,GW,Purchased,FIELDBROOK GLENDALE C.S.D.,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,560,1845,RESIDENTIAL AREA,0,1,0,0,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,1,N,N,N,0,0,0,0,4,0
CA1210021,JACOBY CREEK CWD,CWS,GW,GWP,927,335,other_water_systems,0,0,0,0,HUMBOLDT  ,GWP,GW,Purchased,JACOBY CREEK CWD,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,335,927,OTHER AREA,0,1,0.75,0.33,0.52,--,Not At-Risk,Non-Failing,Not At-Risk,1,N,N,N,0,0,0,0,4,0
CA1210022,RESORT IMPROVEMENT DISTRICT #1,CWS,SW,SW,803,631,other_water_systems,0,0,0,0,HUMBOLDT  ,SW,SW,Not purchased,RESORT IMPROVEMENT DISTRICT #1,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,631,803,RESIDENTIAL AREA,0,0,2,0.67,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,12,N/A,N,N,0,4,0,1,4,0
CA1210023,LOLETA C.S.D.,CWS,GW,GW,937,284,other_water_systems,0,0,0,0,HUMBOLDT  ,GW,GW,Not purchased,LOLETA C.S.D.,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,284,937,RESIDENTIAL AREA,0,1.33,0.67,0.83,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,1,0,1,1,3
CA1210024,WESTHAVEN C.S.D.,CWS,SW,SW,490,228,other_water_systems,0,1,0,3,HUMBOLDT  ,SW,SW,Not purchased,WESTHAVEN C.S.D.,HUMBOLDT,DISTRICT 01 - KLAMATH,COMMUNITY,228,490,OTHER AREA,0,0.33,2,1.33,0.92,--,At-Risk,Non-Failing,At-Risk,7,Y,N,N,0,0,1,0,2,2
CA1210800,CAL FIRE-EEL RIVER CONSERVATION CAMP,NTNCWS,SW,SW,100,1,carceral_water_system,0,1,0,3,HUMBOLDT  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA1210801,CAL FIRE-HIGH ROCK CONSERVATION CAMP,NTNCWS,SW,SW,80,1,other_water_systems,0,1,0,1,HUMBOLDT  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA1300009,WINTERHAVEN COUNTY WATER DISTRICT,CWS,GW,GW,92,122,other_water_systems,0,1,0,3,IMPERIAL  ,GW,GW,Not purchased,WINTERHAVEN COUNTY WATER DISTRICT,IMPERIAL,LPA43 - IMPERIAL COUNTY,COMMUNITY,127,394,RESIDENTIAL AREA,1.5,0.33,1.67,0.67,1.04,--,At-Risk,Failing,Failing,2,Y,N,N,0,0,0,0,4,0
CA1300018,GATEWAY,CWS,SW,SW,1800,55,carceral_serving_water_system,1,1,2,1,IMPERIAL  ,SW,SW,Not purchased,GATEWAY,IMPERIAL,LPA43 - IMPERIAL COUNTY,COMMUNITY,42,1800,SECONDARY RESIDENCES,1.5,1.33,0,0.83,0.92,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,3,1
CA1300513,OCOTILLO MUTUAL WATER CO,CWS,GW,GW,150,113,other_water_systems,0,0,0,0,IMPERIAL  ,GW,GW,Not purchased,OCOTILLO MUTUAL WATER CO,IMPERIAL,LPA43 - IMPERIAL COUNTY,COMMUNITY,113,150,RESIDENTIAL AREA,0,1.33,1.67,0.67,0.92,--,At-Risk,Non-Failing,At-Risk,2,Y,Y,N,0,0,0,0,2,2
CA1300514,COYOTE VALLEY MUTUAL WATER CO,CWS,GW,GW,125,124,other_water_systems,0,0,0,0,IMPERIAL  ,GW,GW,Not purchased,COYOTE VALLEY MUTUAL WATER CO,IMPERIAL,LPA43 - IMPERIAL COUNTY,COMMUNITY,124,125,RESIDENTIAL AREA,0,0.33,1.67,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,2,2
CA1300517,U.S. GYPSUM CO,NTNCWS,GW,GW,210,1,other_water_systems,0,1,0,2,IMPERIAL  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2
CA1300546,GOLD ROCK RANCH,CWS,GW,GW,40,21,other_water_systems,1,1,2,23,IMPERIAL  ,GW,GW,Not purchased,GOLD ROCK RANCH,IMPERIAL,LPA43 - IMPERIAL COUNTY,COMMUNITY,21,40,MOBILE HOME PARK,1,0.33,0.33,1.33,0.75,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0,1,0,1,3,1
CA1300549,IMPERIAL VALLEY COLLEGE,NTNCWS,SW,SW,9301,1,other_water_systems,1,0,1,0,IMPERIAL  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA1300550,COUNTRY LIFE MH & RV PARK,CWS,SW,SW,600,160,other_water_systems,0,1,0,2,IMPERIAL  ,SW,SW,Not purchased,COUNTRY LIFE MH & RV PARK,IMPERIAL,LPA43 - IMPERIAL COUNTY,COMMUNITY,160,600,MOBILE HOME PARK,0,1.33,1,0.83,0.79,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1300553,MAGNOLIA UNION SCHOOL,NTNCWS,SW,SW,142,1,other_water_systems,0,1,0,2,IMPERIAL  ,SW,SW,Not purchased,MAGNOLIA UNION SCHOOL,IMPERIAL,LPA43 - IMPERIAL COUNTY,NON-TRANSIENT NON-COMMUNITY,1,142,SCHOOL,1.75,1.33,0.33,0.67,1.02,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,2,2
CA1300554,MEADOWS UNION ELEMENTARY SCHOOL,NTNCWS,SW,SW,550,1,other_water_systems,1,1,3,2,IMPERIAL  ,SW,SW,Not purchased,MEADOWS UNION ELEMENTARY SCHOOL,IMPERIAL,LPA43 - IMPERIAL COUNTY,NON-TRANSIENT NON-COMMUNITY,1,550,SCHOOL,2.5,1.33,0.33,0,1.04,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,2,2
CA1300555,MITCHELLS CAMP FAMILY ASSOC.,CWS,GW,GW,175,70,other_water_systems,1,1,1,1,IMPERIAL  ,GW,GW,Not purchased,MITCHELLS CAMP FAMILY ASSOC.,IMPERIAL,LPA43 - IMPERIAL COUNTY,COMMUNITY,70,175,MOBILE HOME PARK,2.5,1.33,0.33,0,1.04,At-Risk,At-Risk,Failing,Failing,2,Y,N,Y,0,0,0,0,3,1
CA1300556,MULBERRY UNION SCHOOL,NTNCWS,SW,SW,85,2,other_water_systems,0,1,0,1,IMPERIAL  ,SW,SW,Not purchased,MULBERRY UNION SCHOOL,IMPERIAL,LPA43 - IMPERIAL COUNTY,NON-TRANSIENT NON-COMMUNITY,2,85,SCHOOL,1.5,1.33,0.33,0.67,0.96,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,2,2
CA1300560,PINE UNION SCHOOL,NTNCWS,SW,SW,217,1,other_water_systems,0,0,0,0,IMPERIAL  ,SW,SW,Not purchased,PINE UNION SCHOOL,IMPERIAL,LPA43 - IMPERIAL COUNTY,NON-TRANSIENT NON-COMMUNITY,1,217,SCHOOL,1.5,1.33,0.67,0,0.88,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,1,3
CA1300571,UC DESERT RESEARCH AND EXTENSION CENTER,NTNCWS,SW,SWP,27,17,other_water_systems,0,0,0,0,IMPERIAL  ,SWP,SW,Purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA1300572,VALLEY MOBILE HOME PARK,CWS,SW,SW,70,22,other_water_systems,0,1,0,2,IMPERIAL  ,SW,SW,Not purchased,VALLEY MOBILE HOME PARK,IMPERIAL,LPA43 - IMPERIAL COUNTY,COMMUNITY,22,70,MOBILE HOME PARK,0,1.33,2,1.67,1.25,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,2,2
CA1300575,DATE GARDENS MOBILE HOME PARK,CWS,SW,SW,72,72,other_water_systems,0,1,0,2,IMPERIAL  ,SW,SW,Not purchased,DATE GARDENS MOBILE HOME PARK,IMPERIAL,LPA43 - IMPERIAL COUNTY,COMMUNITY,72,202,MOBILE HOME PARK,0,1.33,1,1,0.83,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1300579,MCCABE UNION SCHOOL,NTNCWS,SW,SW,1369,1,other_water_systems,0,1,0,3,IMPERIAL  ,SW,SW,Not purchased,MCCABE UNION SCHOOL,IMPERIAL,LPA43 - IMPERIAL COUNTY,NON-TRANSIENT NON-COMMUNITY,1,1250,SCHOOL,1.5,0.33,0,0,0.46,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA1300588,IID VILLAGE,CWS,GW,GW,37,18,other_water_systems,0,0,0,0,IMPERIAL  ,GW,GW,Not purchased,IID VILLAGE,IMPERIAL,LPA43 - IMPERIAL COUNTY,COMMUNITY,18,37,RESIDENTIAL AREA,2.5,0.33,0.33,1,1.04,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,3,1
CA1300616,PALO VERDE COUNTY WATER DIST.,CWS,GW,GW,410,134,other_water_systems,1,1,2,3,IMPERIAL  ,GW,GW,Not purchased,PALO VERDE COUNTY WATER DIST.,IMPERIAL,LPA43 - IMPERIAL COUNTY,COMMUNITY,134,410,RESIDENTIAL AREA,0.25,0.33,1.5,2,1.02,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,2,2
CA1300620,RIO BEND RV GOLF RESORT & STORM CROSSING,CWS,SW,SW,130,69,other_water_systems,0,1,0,1,IMPERIAL  ,SW,SW,Not purchased,RIO BEND RV GOLF RESORT & STORM CROSSING,IMPERIAL,LPA43 - IMPERIAL COUNTY,COMMUNITY,69,130,MOBILE HOME PARK,0,1.33,0,0.33,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,2,2
CA1300622,SPORTSMANS PARADISE,CWS,GW,GW,138,49,other_water_systems,0,1,0,1,IMPERIAL  ,GW,GW,Not purchased,SPORTSMANS PARADISE,IMPERIAL,LPA43 - IMPERIAL COUNTY,COMMUNITY,49,138,MOBILE HOME PARK,0.5,0.33,0.33,0,0.29,--,Not At-Risk,Failing,Failing,2,Y,N,N,0,0,0,0,2,2
CA1300626,SUNBEAM LAKE RV RESORT,CWS,SW,SWP,650,1,other_water_systems,1,0,1,0,IMPERIAL  ,SWP,SW,Purchased,SUNBEAM LAKE RV RESORT,IMPERIAL,LPA43 - IMPERIAL COUNTY,COMMUNITY,1,650,MOBILE HOME PARK,0.5,1,0.33,0.67,0.63,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,N,N,N,0,NA,NA,NA,2,2
CA1300628,IMPERIAL LAKES INC.,CWS,SW,SW,40,15,other_water_systems,0,1,0,3,IMPERIAL  ,SW,SW,Not purchased,IMPERIAL LAKES INC.,IMPERIAL,LPA43 - IMPERIAL COUNTY,COMMUNITY,20,40,MOBILE HOME PARK,0.5,1.5,0.67,1,0.92,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,2,2
