PWS ID,PWS Name,Primacy Agency,PWS Type,Population Served Count,Service Connections Count,Primary Source,Primary Source Code,GW SW,GW SW Code
CA5400929,RIVERLAND RESORT,California,Community water system,400,124,Ground water,GW,Groundwater,GW
CA1000261,LAKERIDGE CAMPING/BOATING RSRT,California,Transient non-community system,52,107,Ground water,GW,Groundwater,GW
CA2000825,ROLLIN WAGON TRAILER CLUB,California,Transient non-community system,28,18,Ground water,GW,Groundwater,GW
CA3500510,MCMAHON ROAD MUTUAL WATER COMPANY,California,Community water system,102,32,Ground water,GW,Groundwater,GW
CA1910199,CALIFORNIA DOMESTIC WATER COMPANY,California,Community water system,0,21,Ground water,GW,Groundwater,GW
CA4901135,HOOT OWL CREEK/ALEX. VALLEY VINEYARDS JV,California,Transient non-community system,41,16,Ground water,GW,Groundwater,GW
CA3710311,CUYAMACA SP - PASO PICACHO,California,Transient non-community system,691,11,Groundwater under influence of surface water,GU,Surface water,SW
CA1210020,FIELDBROOK GLENDALE C.S.D.,California,Community water system,"1,845",560,Ground water purchased,GWP,Groundwater,GW
CA1000643,OPEN SKY RANCH,California,Non-Transient non-community system,40,8,Ground water,GW,Groundwater,GW
CA4901453,MAURITSON LABOR HOUSE,California,Transient non-community system,37,1,Ground water,GW,Groundwater,GW
CA1000641,LARRY A SHEHADEY DAIRY,California,Non-Transient non-community system,95,2,Ground water,GW,Groundwater,GW
CA4901362,STRIPE N SEAL,California,Non-Transient non-community system,26,1,Ground water,GW,Groundwater,GW
CA2600550,VIRGINIA CREEK SETTLEMENT,California,Transient non-community system,47,3,Ground water,GW,Groundwater,GW
CA2600649,CROWLEY LAKE FISH CAMP,California,Transient non-community system,46,5,Ground water,GW,Groundwater,GW
CA5000133,HART- RANSOM UNION SCHOOL & DISTRICT,California,Non-Transient non-community system,650,9,Ground water,GW,Groundwater,GW
CA4000707,"LONGBRANCH SALOON, THE",California,Transient non-community system,30,1,Ground water,GW,Groundwater,GW
CA4000809,CONGREGATION BETH DAVID,California,Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA2910011,PLAVADA COMMUNITY ASSOCIATION,California,Community water system,376,269,Ground water,GW,Groundwater,GW
CA2702812,"KIND REAL ESTATE, LLC WS",California,Non-Transient non-community system,25,3,Ground water,GW,Groundwater,GW
CA2701325,SAN CLEMENTE RANCHO WS,California,Transient non-community system,96,108,Groundwater under influence of surface water,GU,Surface water,SW
CA2701176,SOLEDAD MISSION WS,California,Transient non-community system,"6,000",2,Ground water,GW,Groundwater,GW
CA2700678,PARADISE RD WS #05,California,Community water system,42,15,Ground water,GW,Groundwater,GW
CA2700589,GLENN AVE WS #01,California,Community water system,73,26,Ground water,GW,Groundwater,GW
CA1900603,CAMP JOSEPHO-BSA WATER,California,Transient non-community system,720,3,Ground water,GW,Groundwater,GW
CA1900130,DEL RIO MUTUAL,California,Community water system,700,133,Ground water,GW,Groundwater,GW
CA4400875,SANTA CRUZ WALDORF SCHOOL,California,Non-Transient non-community system,190,1,Ground water,GW,Groundwater,GW
CA5000384,GREENLAW MODESTO INVESTORS LLC,California,Non-Transient non-community system,142,25,Ground water,GW,Groundwater,GW
CA2000969,GURDWARA PARMESHAR DWAR,California,Transient non-community system,42,2,Ground water,GW,Groundwater,GW
CA2702830,OP MURPHY & SONS WS,California,Non-Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA1000513,KINGDOM HALL OF JEHOVAH S WITNESSES,California,Transient non-community system,720,3,Ground water,GW,Groundwater,GW
CA1500452,RIVERDALE VILLAGE,California,Community water system,750,290,Ground water,GW,Groundwater,GW
CA1400044,PANAMINT SPRINGS RESORT,California,Transient non-community system,218,9,Surface water,SW,Surface water,SW
CA4200562,CIRCLE BAR B GUEST RANCH,California,Transient non-community system,25,14,Ground water,GW,Groundwater,GW
CA4200882,ZACA MESA WINERY,California,Transient non-community system,170,2,Ground water,GW,Groundwater,GW
CA3303092,MECCA ARCO TRAVEL CENTER,California,Non-Transient non-community system,"1,847",4,Ground water,GW,Groundwater,GW
CA4200572,LAS POSITAS MUTUAL WATER COMPANY,California,Community water system,200,62,Ground water,GW,Groundwater,GW
CA1910152,"SOUTH GATE-CITY, WATER DEPT.",California,Community water system,"76,443",14414,Surface water purchased,SWP,Surface water,SW
CA5800866,LAKE FRANCIS RESORT,California,Transient non-community system,100,151,Ground water,GW,Groundwater,GW
CA4400717,KENNOLYN CAMP,California,Transient non-community system,239,25,Ground water,GW,Groundwater,GW
CA1700580,TWIN CREEKS MOBILE AND RV VILLAGE,California,Community water system,50,17,Ground water,GW,Groundwater,GW
CA5000141,LIBITZKY,California,Non-Transient non-community system,125,15,Ground water,GW,Groundwater,GW
CA4800753,VINEYARD RV PARK,California,Community water system,550,360,Ground water,GW,Groundwater,GW
CA3103309,WASHOE HEIGHTS WATER ASSOCIATION,California,Transient non-community system,25,15,Ground water,GW,Groundwater,GW
CA2000587,YOSEMITE RV RESORT,California,Transient non-community system,361,3,Ground water,GW,Groundwater,GW
CA4010305,MONTANA DE ORO STATE PARK,California,Transient non-community system,990,3,Surface water,SW,Surface water,SW
CA4010300,HEARST MONUMENT STATE PARK,California,Non-Transient non-community system,200,16,Surface water,SW,Surface water,SW
CA4010301,HEARST MEMORIAL STATE BEACH,California,Transient non-community system,500,1,Surface water purchased,SWP,Surface water,SW
CA1900803,EL DORADO MUTUAL WATER CO.,California,Community water system,660,240,Surface water purchased,SWP,Surface water,SW
CA2500547,MDF-ADIN RANGER STATION,California,Non-Transient non-community system,50,1,Ground water,GW,Groundwater,GW
CA4700870,MDF-MEDICINE LAKE,California,Transient non-community system,250,1,Ground water,GW,Groundwater,GW
CA2500538,MDF-BLUE LAKE CG,California,Transient non-community system,200,1,Ground water,GW,Groundwater,GW
CA3301171,BRADFORD RUN RV,California,Community water system,84,59,Ground water,GW,Groundwater,GW
CA4700705,OAK KNOLL WORK CENTER,California,Transient non-community system,25,8,Ground water,GW,Groundwater,GW
CA4700702,MT. HEBRON WORK CENTER,California,Transient non-community system,30,14,Ground water,GW,Groundwater,GW
CA4700597,JUANITA LAKE CAMPGROUND,California,Transient non-community system,30,5,Ground water,GW,Groundwater,GW
CA4700825,SAWYER S BAR WORK CENTER,California,Transient non-community system,30,5,Ground water,GW,Groundwater,GW
CA4700601,INDIAN SCOTTY CAMPGROUND,California,Transient non-community system,25,11,Ground water,GW,Groundwater,GW
CA4700612,TREE OF HEAVEN CAMPGROUND,California,Transient non-community system,25,9,Ground water,GW,Groundwater,GW
CA3601165,OAK GLEN STEAK HOUSE,California,Transient non-community system,75,1,Ground water,GW,Groundwater,GW
CA4500351,BOBS MARKET,California,Transient non-community system,36,2,Ground water,GW,Groundwater,GW
CA5800004,"MARIANI PACKING COMPANY, INC.",California,Transient non-community system,25,5,Ground water,GW,Groundwater,GW
CA3107324,KILNER PARK,California,Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA3107321,PALISADES WATER SYSTEM,California,Transient non-community system,200,30,Ground water,GW,Groundwater,GW
CA1502232,ROSAMOND MOBILEHOME PARK,California,Community water system,175,79,Ground water,GW,Groundwater,GW
CA2710007,"GONZALES, CITY OF",California,Community water system,"8,576",1961,Ground water,GW,Groundwater,GW
CA4500333,AIRPORT PLANET WATER,California,Non-Transient non-community system,116,4,Ground water,GW,Groundwater,GW
CA5010010,"MODESTO, CITY OF",California,Community water system,"218,771",70586,Surface water purchased,SWP,Surface water,SW
CA5010005,CITY OF MODESTO - SALIDA,California,Community water system,"14,537",4416,Ground water,GW,Groundwater,GW
CA5010023,CITY OF MODESTO - SOUTH TURLOCK,California,Community water system,"1,099",333,Ground water,GW,Groundwater,GW
CA5010029,CITY OF MODESTO - DEL RIO,California,Community water system,"1,327",407,Ground water,GW,Groundwater,GW
CA5010031,CITY OF MODESTO - WALNUT MANOR,California,Community water system,175,53,Ground water,GW,Groundwater,GW
CA5010033,CITY OF MODESTO - GRAYSON,California,Community water system,914,277,Ground water,GW,Groundwater,GW
CA5010034,CITY OF MODESTO - NORTH TURLOCK,California,Community water system,172,52,Ground water,GW,Groundwater,GW
CA5010035,CITY OF MODESTO - CENTRAL TURLOCK,California,Community water system,119,36,Ground water purchased,GWP,Groundwater,GW
CA5010044,JENNINGS WWTP,California,Non-Transient non-community system,30,3,Ground water,GW,Groundwater,GW
CA4901165,JEHOVAH S WITNESSES HALL,California,Transient non-community system,650,1,Ground water,GW,Groundwater,GW
CA1300555,MITCHELLS CAMP FAMILY ASSOC.,California,Community water system,175,70,Ground water,GW,Groundwater,GW
CA0510002,CALAVERAS PUD,California,Community water system,"6,286",1956,Surface water,SW,Surface water,SW
CA4000802,SANTA YSABEL RANCH MWC,California,Community water system,238,152,Ground water,GW,Groundwater,GW
CA2000202,YOSEMITE LAKES COMMUNITY CHURCH,California,Non-Transient non-community system,551,9,Ground water,GW,Groundwater,GW
CA3410008,ELK GROVE WATER DISTRICT,California,Community water system,"43,551",13020,Ground water,GW,Groundwater,GW
CA1502753,TEHACHAPI CHURCH OF THE NAZARENE,California,Non-Transient non-community system,469,1,Ground water,GW,Groundwater,GW
CA5401099,SIERRA CHRISTIAN CAMP,California,Transient non-community system,136,15,Ground water,GW,Groundwater,GW
CA2000535,BEASORE MUTUAL WATER CO.,California,Transient non-community system,100,75,Ground water,GW,Groundwater,GW
CA1503360,DIAMOND JIM S CASINO,California,Non-Transient non-community system,460,2,Ground water,GW,Groundwater,GW
CA2600605,MOUNTAIN VIEW BARBEQUE,California,Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA2000807,CALIFORNIA VIPASSANA CENTER,California,Transient non-community system,127,5,Ground water,GW,Groundwater,GW
CA5000443,TRIANGLE TRUCK STOP (WATER),California,Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA3601113,SS HERT TRUCKING INC,California,Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA5000581,PIONEER EQUINE HOSPITAL WATER SYSTEM,California,Non-Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA2100580,DIEKMANN'S GENERAL STORE,California,Transient non-community system,25,2,Ground water,GW,Groundwater,GW
CA3310076,WESTERN MWD (ID A - RAINBOW),California,Community water system,192,47,Surface water purchased,SWP,Surface water,SW
CA3310049,WESTERN MWD,California,Community water system,"84,209",22054,Surface water purchased,SWP,Surface water,SW
CA1000600,CANYON FEED & SUPPLY,California,Transient non-community system,25,4,Ground water,GW,Groundwater,GW
CA5100153,HOLT OF CALIFORNIA,California,Non-Transient non-community system,144,1,Ground water,GW,Groundwater,GW
CA5105014,HOLT 7518,California,Non-Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA5403141,HELLWIG PRODUCTS COMPANY INC,California,Non-Transient non-community system,49,2,Ground water,GW,Groundwater,GW
CA4901095,WESTMINSTER WOODS CAMP,California,Non-Transient non-community system,167,20,Groundwater under influence of surface water,GU,Surface water,SW
CA2600699,CHALFANT VALLEY WEST M.W.C.,California,Community water system,45,15,Ground water,GW,Groundwater,GW
CA1500546,HARVEST MOON MUTUAL WATER CO,California,Community water system,138,49,Ground water,GW,Groundwater,GW
CA1910081,LYNWOOD PARK MUTUAL WATER CO.,California,Community water system,"2,300",470,Ground water,GW,Groundwater,GW
CA0800556,HRC C.S.D.,California,Community water system,185,69,Ground water,GW,Groundwater,GW
CA2904020,TAHOE FOREST CHURCH,California,Transient non-community system,145,3,Ground water,GW,Groundwater,GW
CA3700074,CUYAMACA WATER DISTRICT,California,Community water system,525,185,Ground water,GW,Groundwater,GW
CA1300693,"HAYKINGDOM, INC.",California,Non-Transient non-community system,32,1,Surface water,SW,Surface water,SW
CA4400634,APTOS HILLS MUTUAL WATER CO,California,Community water system,32,12,Ground water,GW,Groundwater,GW
CA3310006,"BANNING, CITY OF",California,Community water system,"31,179",11535,Ground water,GW,Groundwater,GW
CA1000488,DANTE CLUB OF FRESNO,California,Transient non-community system,240,1,Ground water,GW,Groundwater,GW
CA4300766,"SARATOGA SPRINGS, INC.",California,Transient non-community system,180,28,Surface water,SW,Surface water,SW
CA4700503,CALLAHAN WATER DISTRICT,California,Community water system,70,33,Surface water,SW,Surface water,SW
CA1700606,BAYCLIFF WATER,California,Community water system,70,57,Ground water,GW,Groundwater,GW
CA1700604,REEL IN RESORT,California,Transient non-community system,200,60,Ground water,GW,Groundwater,GW
CA4800615,SUPERIOR PACKING CO,California,Non-Transient non-community system,164,1,Ground water,GW,Groundwater,GW
CA4900743,LA CANTERA RACQUET CLUB,California,Transient non-community system,75,2,Ground water,GW,Groundwater,GW
CA5301004,REDDING ODD FELLOWS CAMP,California,Transient non-community system,65,72,Ground water,GW,Groundwater,GW
CA1500448,HILLVIEW ACRES MUTUAL WATER COMPANY,California,Community water system,36,47,Ground water,GW,Groundwater,GW
CA4901301,MOSHIN VINEYARDS,California,Transient non-community system,31,1,Ground water,GW,Groundwater,GW
CA0409177,G & J PROPERTIES,California,Non-Transient non-community system,130,8,Ground water,GW,Groundwater,GW
CA0400062,RICHVALE ELEMENTARY SCHOOL,California,Non-Transient non-community system,63,4,Ground water,GW,Groundwater,GW
CA1910001,CITY OF ALHAMBRA,California,Community water system,"83,750",18965,Surface water purchased,SWP,Surface water,SW
CA4901294,WINE COUNTRY IND PARK-BLDGS A&B,California,Transient non-community system,30,1,Ground water,GW,Groundwater,GW
CA4901332,WINE COUNTRY IND PARK - BLDG C,California,Non-Transient non-community system,70,1,Ground water,GW,Groundwater,GW
CA4901247,CARNEROS WAREHOUSING,California,Non-Transient non-community system,50,1,Ground water,GW,Groundwater,GW
CA4901061,SONOMA WAREHOUSING,California,Non-Transient non-community system,200,3,Ground water,GW,Groundwater,GW
CA4901454,"MAYACAMAS WAREHOUSE, LLC",California,Non-Transient non-community system,40,1,Ground water,GW,Groundwater,GW
CA4901179,REDWOOD EMPIRE SAWMILL,California,Non-Transient non-community system,80,2,Ground water,GW,Groundwater,GW
CA5700568,RRG GARDEN FARMING OPERATIONS,California,Transient non-community system,25,10,Ground water,GW,Groundwater,GW
CA0706030,NEW LIFE MARINA,California,Transient non-community system,80,65,Ground water,GW,Groundwater,GW
CA4900560,KELLY MUTUAL WATER COMPANY,California,Community water system,135,41,Ground water,GW,Groundwater,GW
CA0707901,BRUNS MEMORIAL AMPHITHEATER,California,Transient non-community system,200,2,Surface water purchased,SWP,Surface water,SW
CA1900804,EVERGREEN MUTUAL WATER COMPANY,California,Community water system,98,47,Ground water,GW,Groundwater,GW
CA5200810,ANDERSEN AND SONS SHELLING,California,Non-Transient non-community system,140,4,Ground water,GW,Groundwater,GW
CA1000648,LEE'S MARKET,California,Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA4000708,LOADING CHUTE,California,Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA2900090,HARMONY RIDGE LODGE,California,Transient non-community system,30,2,Ground water,GW,Groundwater,GW
CA4400667,EMERALD CITY MUTUAL WATER CO,California,Community water system,26,11,Ground water,GW,Groundwater,GW
CA2900621,CAMP BOUNTIFUL,California,Transient non-community system,100,10,Ground water,GW,Groundwater,GW
CA1100103,ORLAND LDS CHURCH,California,Transient non-community system,140,1,Ground water,GW,Groundwater,GW
CA2900516,CAMP RUCKER LAKE,California,Transient non-community system,150,8,Ground water,GW,Groundwater,GW
CA2400345,JS WEST MILLING CO HILMAR RANCH,California,Non-Transient non-community system,67,3,Ground water,GW,Groundwater,GW
